id,redemption_status
3,0.007246359842351471
4,0.0009255267348850385
5,0.017440716666861807
8,0.0006869490986281129
10,0.002234083295209049
12,0.00045016428006473884
13,0.0009893527064593756
16,0.0006211979187389076
18,0.0015120896562116676
31,0.0009489669085341451
36,1.9480649823319415e-05
37,8.758200547889645e-06
38,0.0018087366293832218
40,0.002922255743799437
41,0.0003685246094970499
44,1.4431785735146343e-05
47,0.0008959501657206263
49,0.00029402685667316597
50,0.002447372489235254
53,0.0029203015313439516
57,1.0253855836551411e-05
59,0.001205091633137678
60,0.004304857320816496
64,1.0101417607486005e-05
67,1.2683832420825206e-05
68,0.0012697809633523583
70,0.001959557936578784
73,0.0030096062025380247
76,0.00017545524352885226
78,0.0019311328638130705
81,0.001872492956354443
87,0.0019311328638130705
89,0.00022689701971813865
94,0.0012843301228260694
96,0.0017085461351231978
98,0.001358623686687132
100,9.034238491242507e-06
105,0.0010265057472337732
108,0.0001012768062060037
109,0.0005346899499204934
111,0.0003685251679434188
112,0.001153519806254517
114,0.0006679714080414537
116,0.004289904513759609
119,0.0859781325147078
120,1.1019492753459407e-05
126,0.008999274561304171
127,1.2345489268465735e-05
128,0.00025309961802000394
132,5.647014832286799e-06
133,9.959215121062005e-06
138,6.656230796890026e-06
140,1.057069187828596e-05
143,0.0003024029690671765
145,0.0014469704893590879
147,0.000703740417762289
148,0.00018767134453680361
149,0.009777851905754914
150,1.3679188381117287e-05
153,9.95817907312194e-06
157,0.001548581161897075
162,8.761976020966587e-06
163,9.995794845782656e-06
166,0.0002408586523732425
168,0.0010834571086116563
173,0.007600908550486787
174,7.97980377513428e-06
175,0.0005512191100833265
177,0.0023553377678254225
178,2.0442951431161847e-05
185,9.865562164779476e-06
189,0.0013904184402762933
190,1.0732022340680785e-05
191,7.405334711896563e-06
199,0.0020594781247787325
201,0.0024119685639945607
203,0.001719641759916866
204,0.0033036372923543563
210,0.0020605633038393995
211,1.1081444795767156e-05
212,0.003880658083624524
216,7.923221489460418e-06
223,9.906760440046378e-06
226,1.284839295993827e-05
227,1.4869962832281219e-05
229,0.0007109499851504904
232,1.0050968814145929e-05
234,1.3899781033603611e-05
235,9.931455055697e-06
236,0.0010007407040157584
237,0.0017569665360237354
244,0.00017341893886417371
245,0.0008483255974294534
246,0.0008314901734768421
248,6.116087596474257e-06
249,0.009692328016186323
251,1.059495518065941e-05
252,0.007418473577314809
253,0.0008844686075864659
256,0.002445471664907805
257,8.287510157306563e-06
258,0.0003741413460855821
263,1.7065582223962283e-05
268,8.978105857103378e-06
271,0.0005743023803524904
272,0.0013364319496377676
274,0.000874292811556085
276,4.820836079275918e-06
278,8.376357753687307e-06
280,0.00023831032506863375
281,0.005572032458175136
285,5.409173268496232e-06
288,0.0009678813505210158
289,0.0008672284951958152
294,1.1406907283790617e-05
296,0.0011142238827174969
297,0.0006336253505600914
300,1.1261679755610176e-05
302,0.0017840459480952908
303,0.001369918896527681
310,0.0013917519659618009
311,0.002048572115376897
312,8.6606442574014e-06
314,0.0006864278774790011
315,0.003087592171957774
319,1.2585947592772826e-05
323,1.0291125392643241e-05
324,0.003469051248434803
327,0.003022744448694016
333,0.00132729290979992
334,6.800026414590584e-06
338,7.142476141911468e-06
339,0.0008113718925384225
340,5.762469761913792e-06
341,0.0010878873654343755
344,1.0400133028279282e-05
348,0.0069703292076280805
349,0.0028818068809068585
350,0.001686626185448036
354,0.0033275112412491405
358,0.0006964403924530332
364,0.0012657728577901582
373,7.132399312079152e-06
375,0.0008411566521523099
376,0.0004959286875222262
377,0.006324746040184308
379,1.1444846937063176e-05
381,0.001097914977671946
382,0.001250911176995843
388,0.0016612860251995708
390,0.0018635265418409015
394,1.1043928684113057e-05
396,0.001211320429722977
399,0.0037449901019447106
402,7.525080469764833e-06
405,1.0888882970108836e-05
408,6.997817149883491e-06
409,0.0010260298879901236
414,1.0050968814145929e-05
415,1.0577573567469452e-05
416,0.000923128867810295
422,1.4616019210432138e-05
426,1.1143915353571628e-05
427,7.509849677117126e-06
429,0.0009664396543984791
431,9.11768764375882e-06
432,0.006732117359046926
433,0.00048552658215172506
434,1.1171252571198106e-05
436,1.0557249756622775e-05
437,0.03291179721977085
439,6.564820318437318e-06
442,0.0008222405803607805
443,0.0005583253860021931
444,0.026527894871622926
448,1.11814193342817e-05
451,1.4790620543160115e-05
453,1.005483468687262e-05
458,0.0023126934796161565
459,0.011932149399660337
460,1.3413769486775798e-05
462,1.81152956308508e-05
464,0.00357489491494509
466,0.0027523038173149347
467,0.000640465536766391
471,0.0010263666093127753
476,0.0010729819223682753
477,0.002645794538316265
480,7.015332812645511e-06
481,5.133332813849526e-06
482,0.005939745179636149
489,1.113278742241137e-05
490,0.0012151381045819804
493,0.001192827074657873
498,8.22530373484771e-06
500,0.004998838114796796
501,0.0012692124981526624
509,9.034238491242507e-06
510,9.718399633834618e-06
511,9.139826040899817e-06
512,9.917132213993682e-06
513,0.0019669200947134203
514,0.0013767819416121336
520,0.0003152510812866518
522,1.0985990925682957e-05
524,0.0006509508131007302
527,0.0005712011158205501
537,0.000687037002147492
540,0.0005812060504563446
542,0.0006672439906474598
544,7.0712492619529316e-06
547,1.1521332724100416e-05
550,1.1274251137990516e-05
551,1.1122094929487896e-05
552,0.00029274870239374035
553,1.0759218146562402e-05
556,0.0015265492324363019
559,6.56152521987365e-06
562,0.0014009302786380969
565,1.2683832420825206e-05
568,0.0005346544433327226
573,0.0035416092338230484
574,0.00197509375064628
578,0.00143561568368894
580,0.0005073105316948578
581,0.002046913181178676
582,0.0005875060881746999
583,0.0004352630672531268
585,0.004363511462168213
586,7.006384063326875e-06
587,0.003139514532339582
588,0.00025561607559618693
593,0.0007957356986702295
595,0.005987902564218527
597,0.002750971174339564
600,0.00042884138127447706
602,0.0013074324364866984
604,7.123942968580001e-06
605,1.2567956455309374e-05
606,1.6668884410657333e-05
608,1.2567956455309374e-05
610,0.0010259270950869082
611,7.060139555414449e-06
614,1.1073991710140547e-05
616,0.006777245882686271
619,0.001358433544699044
622,0.0002427181475799981
624,0.004750373732236814
625,0.000370235126823711
627,0.0008039762582504391
629,0.0008959501657206263
630,0.0001059468581045203
631,0.00035407938874278274
632,0.024875528048176443
633,0.065735442562727
636,0.0004880062080899587
637,0.0009024648999335252
645,0.002675193972475781
652,0.0032349942203009755
653,0.0016908038142710326
655,0.0013265912526494578
658,0.0021154561876342154
663,0.002071332405628984
668,0.0027923300263682483
669,9.408385114051191e-06
670,0.0002767099250666446
674,0.00039656015236382746
675,0.002067242711165674
676,0.002390892503347488
679,0.0003881959280548784
685,0.0015265492324363019
688,1.3015008277936184e-05
690,0.000270474440264324
691,1.0075849481284976e-05
