id,redemption_status
3,0.025112284
4,0.002047821
5,0.07166987
8,0.0035848815
10,0.004526809
12,0.0008406426
13,0.002325302
16,0.0010700377
18,0.00077266234
31,0.013137192
36,0.0001330295
37,1.705052e-05
38,0.003519055
40,0.0419288
41,0.00056744495
44,0.010867064
47,0.00364707
49,0.00045462066
50,0.022334041
53,0.015376146
57,3.9071216e-05
59,0.00053760654
60,0.0017172096
64,2.30851e-05
67,2.6848282e-05
68,0.0036505922
70,0.018176481
73,0.0042027067
76,0.0006927737
78,0.018522441
81,0.05230016
87,0.018522441
89,0.0017157879
94,0.0036342943
96,0.022561686
98,0.011367951
100,2.8908846e-05
105,0.01049946
108,0.00029357907
109,0.0011225754
111,0.015938796
112,0.011226915
114,0.025778577
116,0.007527359
119,0.15386654
120,6.2637286e-05
126,0.024192711
127,3.857224e-05
128,0.0015451942
132,6.6803805e-05
133,5.8545185e-05
138,2.8937422e-05
140,6.264899e-05
143,0.00022648554
145,0.046969242
147,0.00084636285
148,0.0001890729
149,0.061334345
150,4.7903606e-05
153,3.544842e-05
157,0.0019862547
162,2.1736665e-05
163,2.8280534e-05
166,0.0077012097
168,0.0026466213
173,0.03583986
174,0.00019705517
175,0.004003562
177,0.020453885
178,1.7153987e-05
185,3.0092133e-05
189,0.031045524
190,8.008854e-06
191,4.190491e-06
199,0.07461107
201,0.022758286
203,0.015656305
204,0.04996617
210,0.020009458
211,2.2821989e-05
212,0.014851735
216,4.0441333e-05
223,0.00031631658
226,0.00019292267
227,2.903694e-05
229,0.008238342
232,9.313327e-06
234,9.115601e-05
235,0.0027531323
236,0.030616645
237,0.009149815
244,0.0053520342
245,0.00019925588
246,0.0026525005
248,1.9395788e-05
249,0.05978821
251,3.2264867e-05
252,0.052918408
253,0.0068193125
256,0.0044752834
257,1.6659998e-05
258,0.001567018
263,3.4169156e-05
268,2.923421e-05
271,0.0064174975
272,0.007797964
274,0.0016527441
276,1.1348241e-05
278,4.9149376e-06
280,0.00078274624
281,0.016612696
285,1.6428827e-05
288,0.0038485515
289,0.00934393
294,1.0716819e-05
296,0.0048096273
297,0.0031886643
300,0.000118514174
302,0.0015540665
303,0.0029735435
310,0.00097635697
311,0.03565149
312,9.084355e-06
314,0.009917967
315,0.007854477
319,4.3518365e-05
323,1.8947938e-05
324,0.10702458
327,0.030537324
333,0.009386296
334,6.5419717e-06
338,5.5513638e-06
339,0.0020102083
340,1.4549166e-05
341,0.01516414
