id,redemption_status
3,0.048774138
4,0.00014015284
5,0.16551174
8,1.5460619e-05
10,3.6201538e-05
12,0.00020299644
13,0.0005415982
16,1.9090428e-05
18,1.9213749e-05
31,0.0006609014
36,2.857879e-05
37,3.1568381e-06
38,0.00034591855
40,8.5764215e-05
41,3.539211e-05
44,0.00012572102
47,0.0009940232
49,0.00040834295
50,0.00141847
53,3.640514e-05
57,3.3871117e-06
59,6.066882e-05
60,0.00075950916
64,7.5719895e-06
67,1.42218605e-05
68,0.00013568177
70,0.002257742
73,3.5498317e-05
76,7.960289e-06
78,2.9846118e-05
81,0.0042028665
87,2.1314236e-05
89,0.0001620098
94,0.00014343085
96,0.016900124
98,0.0030591863
100,4.905054e-05
105,0.00024427567
108,0.0063691936
109,9.9567056e-05
111,8.231415e-06
112,0.0004600609
114,0.0068778214
116,0.0036222704
119,0.012145299
120,2.4640772e-07
126,2.8249373e-05
127,7.1580066e-06
128,1.4339145e-05
132,1.946548e-05
133,3.947923e-06
138,9.862923e-06
140,2.2268534e-05
143,0.00037333285
145,0.0011217277
147,0.00021599616
148,4.3177793e-06
149,0.008865228
150,8.008969e-06
153,1.883726e-05
157,5.154155e-05
162,9.216137e-06
163,3.3167248e-06
166,5.260761e-06
168,7.068914e-05
173,0.0049043633
174,3.1216317e-05
175,0.0005276484
177,0.0017645957
178,7.0970486e-06
185,7.894259e-06
189,0.0005801332
190,1.7818189e-06
191,6.3544635e-06
199,0.061546683
201,0.00056792545
203,5.526033e-05
204,0.0036273873
210,0.024130091
211,2.0178186e-05
212,2.2417044e-05
216,1.0699346e-05
223,3.0762218e-05
226,7.300686e-05
227,7.564391e-05
229,0.000119582495
232,2.5453523e-06
234,7.469528e-06
235,7.215812e-06
236,0.0010593618
237,0.000256202
244,9.360027e-06
245,6.313328e-06
246,0.0007615711
248,6.066978e-06
249,0.011355385
251,8.755885e-06
252,0.0011493859
253,0.00011688947
256,2.9486202e-05
257,6.446159e-06
258,2.1268856e-05
263,1.8377703e-05
268,1.8981307e-05
271,6.3754596e-06
272,0.00037573845
274,0.00013179982
276,2.3449156e-06
278,9.599435e-06
280,0.0002000373
281,0.00017923088
285,1.2715666e-05
288,3.6329145e-06
289,0.00049128337
294,8.701486e-06
296,0.018256577
297,8.204455e-06
300,1.7905681e-07
302,0.0021976524
303,3.0021447e-05
310,1.0909911e-05
311,0.0027782351
312,4.590836e-06
314,1.6718346e-05
315,9.076214e-05
319,6.9252656e-06
323,3.3308115e-05
324,0.0007936539
327,0.0006041497
333,4.0487255e-05
334,2.0103153e-06
338,5.5738137e-06
339,0.00018207662
340,9.504325e-06
341,0.0008504939
344,2.1433458e-05
348,0.00016967539
349,0.0069166427
350,0.0006818628
354,0.00086048857
358,3.2303262e-05
364,3.9720893e-05
373,2.5505742e-06
375,0.0007273153
376,0.0034548002
377,2.9083054e-05
379,4.4359485e-06
381,0.0002466819
382,0.0005113717
388,7.797306e-06
390,0.00048463515
394,1.1803145e-05
396,0.00015229304
399,0.0004378028
402,4.014873e-06
405,1.3752504e-05
408,3.6136057e-06
409,0.006800101
414,3.6748897e-06
415,4.128645e-06
416,0.008410583
422,2.0487183e-05
426,1.2456532e-05
427,2.3180896e-06
429,7.893326e-06
431,3.2383425e-05
432,0.00050336553
433,0.0005447922
434,3.7348447e-05
436,9.467687e-06
437,0.00079255836
439,6.1545607e-06
442,0.00011044329
443,4.8597514e-05
444,0.0004087928
448,2.532577e-07
451,2.0388601e-05
453,1.7748516e-05
458,1.9225517e-05
459,0.008339523
460,5.129691e-06
462,7.2301123e-06
464,4.006778e-05
466,0.00031093167
467,3.1265146e-05
471,0.00021020713
476,0.0032731069
477,0.021568691
480,1.2455676e-05
481,2.9494815e-06
482,0.0054278825
489,7.1847403e-06
490,7.633601e-05
493,1.2804663e-06
498,0.00016243348
500,3.182746e-05
501,1.8179768e-05
509,2.3762232e-05
510,7.930676e-06
511,3.7465984e-06
512,4.011761e-06
513,0.00044559396
514,1.34532265e-05
520,0.00025898239
522,3.9400807e-06
524,1.1713438e-05
527,5.3437187e-05
537,5.6907215e-06
540,0.0025578642
542,0.00026834183
544,9.385171e-06
547,2.6984892e-05
550,1.7272754e-05
551,1.7537495e-05
552,0.0006525736
553,0.00015143144
556,3.820892e-05
559,7.979837e-06
562,2.6437545e-05
565,1.2558935e-05
568,4.769743e-05
573,1.2720578e-05
574,9.919624e-06
578,3.5099285e-05
580,0.0013011297
581,3.2192856e-05
582,0.0002605695
583,0.00027730217
585,0.00030571537
586,8.2974875e-05
587,0.0005444039
588,7.082618e-05
593,3.2881844e-06
595,0.0015795872
597,1.033347e-05
600,0.003426981
602,0.00049294694
604,7.060897e-06
605,8.500834e-06
606,1.8878466e-06
608,2.5278978e-05
610,0.00076996774
611,2.1783815e-06
614,1.0709217e-05
616,0.00016032385
619,3.1518677e-05
622,0.00033911
624,0.009414982
625,0.00025320947
627,0.01198989
629,0.000135637
630,3.398234e-05
631,1.1972381e-05
632,0.0015836571
633,0.025187762
636,7.5708276e-06
637,6.819222e-05
645,0.0005078839
652,4.424827e-05
653,0.00047167906
655,5.796682e-05
658,0.0005002093
663,6.006902e-06
668,0.00010537319
669,6.9863872e-06
670,0.002424731
674,3.259308e-05
675,8.084857e-06
676,0.015413107
679,1.539732e-05
685,0.0005345313
688,3.851266e-06
690,0.00039548415
691,5.416637e-06
692,3.1315365e-05
696,9.02048e-06
697,7.3430588e-06
700,0.00014855208
702,7.525079e-05
703,0.00036107318
707,0.000121515346
709,7.251449e-06
713,0.0001326304
716,6.634449e-05
717,0.0009388707
720,5.5518403e-06
725,0.00047713608
726,1.7718516e-05
727,0.008656142
728,1.1447426e-05
729,4.293262e-05
730,8.829027e-06
734,0.000669741
737,1.3809872e-05
738,1.1651116e-05
739,9.385726e-05
744,2.3583195e-07
745,2.5730636e-05
747,1.125805e-05
749,2.1554662e-05
752,2.7745316e-06
753,0.00036712902
755,7.907996e-06
756,4.5828892e-05
757,3.588114e-05
758,8.898036e-06
761,0.00010345518
763,3.0672287e-05
766,0.0007525919
768,9.434087e-06
770,9.632659e-06
772,0.00061887736
781,0.0021312018
783,1.9953019e-05
786,1.0452056e-05
788,2.4620276e-05
790,0.0015036308
791,0.00023256107
793,6.5172194e-06
797,6.0618718e-06
798,0.008034921
801,2.232651e-06
802,4.40756e-05
804,4.670403e-06
805,0.00045217792
807,0.0005731368
808,2.483337e-06
811,7.31456e-05
818,1.1376576e-05
822,1.0718822e-05
827,2.6441301e-05
828,0.00014552471
834,8.1860735e-06
837,5.6378612e-05
839,1.1350719e-05
844,0.0006383744
845,0.00024075303
849,7.416767e-06
864,2.7658542e-05
865,6.3996624e-05
866,1.3761032e-05
871,3.404138e-07
876,0.00015758029
877,1.2428386e-05
887,0.00013026413
889,1.5778022e-06
890,5.4721404e-06
891,3.431263e-06
895,7.8583136e-05
896,9.482325e-06
898,1.1710534e-05
900,1.2600732e-05
903,1.9863879e-05
905,1.4406501e-05
908,6.3270396e-05
914,0.0003455667
917,0.0003144203
918,2.7806462e-05
919,2.0889895e-05
920,7.5433545e-06
921,0.00011783984
926,0.5105462
927,7.924354e-05
928,1.912941e-05
929,0.011502953
931,1.3992899e-05
934,3.3793717e-06
937,4.8242757e-05
938,1.1672269e-05
939,8.995127e-05
941,8.65844e-05
943,7.1441145e-06
947,0.0005774372
950,1.1519937e-05
952,3.8950384e-05
954,3.6952682e-05
958,0.0006098229
960,5.4709662e-06
961,1.3808516e-05
964,0.0002975911
971,1.6342072e-05
972,2.7979255e-05
976,0.00014773094
980,9.900212e-06
984,0.00010469641
986,5.9105536e-05
989,3.97586e-05
992,1.1026161e-05
995,0.00021646787
997,8.3183795e-06
1000,0.00023235584
1005,7.212207e-06
1006,0.004600058
1014,7.290028e-05
1015,0.00068025215
1021,3.8600796e-05
1022,0.0055864723
1023,0.0020411955
1025,0.00064495584
1027,0.00026456683
1028,1.0900832e-05
1029,0.080999814
1033,3.4248984e-05
1034,4.7143826e-06
1037,3.0273902e-06
1040,2.6830287e-05
1044,1.5079266e-05
1045,1.8071112e-05
1049,0.0030037889
1051,4.2143634e-05
